Customer_id,Gender,Age,sales_date,sales_time,store_id,item_code,sales_amount,sales_quantity
166,F,11,6/1/2021,13:58:22,4446,200078,14.95,1
167,M,22,6/1/2021,17:38:43,4446,200078,14.95,1
168,M,65,6/1/2021,18:27:23,4446,200078,14.95,1
169,M,10,6/1/2021,08:35:58,8653,200078,16.82,1
170,F,53,7/1/2021,18:07:13,2512,200078,14.95,1
171,F,68,7/1/2021,01:58:13,4234,200078,14.95,1
172,F,45,7/1/2021,00:26:38,8653,200078,16.82,1
173,M,59,7/1/2021,08:22:28,8653,200078,16.82,1
174,F,24,7/1/2021,12:13:05,8653,200078,16.82,1
175,F,36,8/1/2021,07:12:24,2512,200078,14.95,1
176,M,50,8/1/2021,21:27:43,2512,200078,14.95,1
177,F,52,8/1/2021,16:41:50,4234,200078,14.95,1
178,M,12,8/1/2021,08:26:46,4446,200078,14.95,1
179,F,4,8/1/2021,11:23:22,4446,200078,14.95,1
180,M,43,8/1/2021,20:12:51,8653,200078,16.82,1
181,F,64,8/1/2021,23:38:27,8653,200078,16.82,1
182,F,58,9/1/2021,21:33:18,2512,200078,14.95,1
183,F,44,9/1/2021,23:52:39,2512,200078,14.95,1
184,F,70,9/1/2021,17:43:52,4234,200078,14.95,1
185,F,30,9/1/2021,19:28:27,4234,200078,14.95,1
186,M,22,9/1/2021,01:48:25,8653,200078,16.82,1
187,F,63,9/1/2021,01:52:18,8653,200078,16.82,1
188,F,69,9/1/2021,05:11:09,8653,200078,16.82,1
189,M,56,10/1/2021,09:41:34,2512,200078,14.95,1
190,M,70,10/1/2021,20:35:22,2512,200078,14.95,1
191,F,22,10/1/2021,18:12:01,4234,200078,14.95,1
192,M,8,11/1/2021,00:22:02,2512,200078,14.95,1
193,M,31,11/1/2021,18:43:40,2512,200078,14.95,1
194,F,49,11/1/2021,14:36:40,4446,200078,14.95,1
195,M,40,11/1/2021,15:33:08,4446,200078,14.95,1
196,M,18,11/1/2021,16:12:24,4446,200078,14.95,1
197,M,69,11/1/2021,19:23:15,4446,200078,14.95,1
198,M,25,11/1/2021,19:42:13,4446,200078,14.95,1
199,M,72,11/1/2021,09:35:56,8653,200078,16.82,1
200,M,73,11/1/2021,15:31:12,8653,200078,16.82,1
201,F,5,12/1/2021,18:38:55,2512,200078,14.95,1
202,M,5,12/1/2021,19:45:41,4446,200078,14.95,1
203,F,22,12/1/2021,23:22:50,4446,200078,14.95,1
204,M,60,12/1/2021,03:26:03,8653,200078,16.82,1
205,M,30,12/1/2021,21:31:26,8653,200078,16.82,1
206,F,18,13/1/2021,08:00:57,2512,200078,14.95,1
207,M,41,13/1/2021,08:32:43,2512,200078,14.95,1
208,F,42,13/1/2021,09:26:27,2512,200078,14.95,1
209,F,48,13/1/2021,17:18:27,2512,200078,14.95,1
210,F,21,13/1/2021,06:11:15,4446,200078,14.95,1
211,F,34,13/1/2021,13:31:07,4446,200078,14.95,1
212,M,70,13/1/2021,16:06:12,8653,200078,16.82,1
213,M,17,13/1/2021,18:18:21,8653,200078,16.82,1
214,F,24,13/1/2021,23:51:57,8653,200078,16.82,1
215,F,66,14/1/2021,00:14:53,2512,200078,14.95,1
216,M,35,14/1/2021,18:30:44,2512,200078,14.95,1
217,M,17,14/1/2021,18:51:30,2512,200078,14.95,1
218,M,7,14/1/2021,20:00:49,2512,200078,14.95,1
219,M,48,14/1/2021,11:21:31,4446,200078,14.95,1
220,M,63,14/1/2021,14:43:02,8653,200078,16.82,1
221,F,69,14/1/2021,21:12:18,8653,200078,16.82,1
222,F,11,14/1/2021,23:28:19,8653,200078,16.82,1
223,M,58,15/1/2021,14:38:24,2512,200078,14.95,1
224,F,70,15/1/2021,06:51:13,4446,200078,14.95,1
225,M,41,15/1/2021,12:51:33,4446,200078,14.95,1
226,M,23,15/1/2021,00:00:01,8653,200078,16.82,1
227,M,39,15/1/2021,00:26:24,8653,200078,16.82,1
228,F,16,15/1/2021,08:12:40,8653,200078,16.82,1
229,M,14,15/1/2021,19:30:12,8653,200078,16.82,1
230,M,62,16/1/2021,06:47:12,2512,200078,14.95,1
231,M,66,16/1/2021,12:05:05,2512,200078,14.95,1
232,M,12,16/1/2021,00:15:58,4234,200078,14.95,1
233,F,33,16/1/2021,08:20:11,4234,200078,14.95,1
234,F,27,16/1/2021,08:59:39,4234,200078,14.95,1
235,F,37,16/1/2021,15:24:37,4234,200078,14.95,1
236,F,47,16/1/2021,05:54:41,4446,200078,14.95,1
237,F,57,16/1/2021,11:38:03,4446,200078,14.95,1
238,M,56,17/1/2021,22:08:41,4234,200078,14.95,1
239,M,26,17/1/2021,11:14:35,4446,200078,14.95,1
240,F,49,17/1/2021,17:29:48,4446,200078,14.95,1
241,F,10,17/1/2021,20:02:44,4446,200078,14.95,1
242,F,51,17/1/2021,04:28:13,8653,200078,16.82,1
243,F,37,17/1/2021,10:07:39,8653,200078,16.82,1
244,M,57,17/1/2021,15:34:45,8653,200078,16.82,1
245,F,68,17/1/2021,20:16:47,8653,200078,16.82,1
246,M,6,17/1/2021,20:37:10,8653,200078,16.82,1
247,M,42,18/1/2021,05:11:14,4234,200078,14.95,1
248,F,47,18/1/2021,20:43:12,4234,200078,14.95,1
249,F,31,18/1/2021,21:43:12,4234,200078,14.95,1
250,M,53,18/1/2021,03:26:58,8653,200078,16.82,1
251,F,20,18/1/2021,03:36:52,8653,200078,16.82,1
252,M,43,18/1/2021,12:12:03,8653,200078,16.82,1
253,F,41,18/1/2021,19:37:41,8653,200078,16.82,1
254,M,73,19/1/2021,04:14:14,2512,200078,14.95,1
255,F,27,19/1/2021,21:21:44,2512,200078,14.95,1
256,M,40,19/1/2021,17:49:06,4234,200078,14.95,1
257,M,47,19/1/2021,07:15:50,4446,200078,14.95,1
258,F,38,19/1/2021,15:16:27,8653,200078,16.82,1
259,M,45,19/1/2021,15:51:46,8653,200078,16.82,1
260,M,52,19/1/2021,21:38:25,8653,200078,16.82,1
261,M,41,20/1/2021,11:10:48,2512,200078,14.95,1
262,M,42,20/1/2021,10:12:16,4234,200078,14.95,1
263,M,31,7/2/2021,15:24:45,2512,200078,14.95,1
264,M,30,7/2/2021,19:06:52,2512,200078,14.95,1
265,M,72,7/2/2021,22:38:30,2512,200078,14.95,1
266,M,44,7/2/2021,16:54:27,4446,200078,14.95,1
267,F,61,7/2/2021,19:36:55,4446,200078,14.95,1
268,F,30,7/2/2021,22:37:34,4446,200078,14.95,1
269,M,34,8/2/2021,03:10:22,2512,200078,14.95,1
270,F,52,8/2/2021,15:23:54,2512,200078,14.95,1
271,M,64,8/2/2021,20:15:33,2512,200078,14.95,1
272,F,19,8/2/2021,20:27:27,2512,200078,14.95,1
273,F,17,8/2/2021,19:13:03,4234,200078,14.95,1
274,M,73,8/2/2021,22:57:50,4234,200078,14.95,1
275,F,39,8/2/2021,23:09:55,4234,200078,14.95,1
276,F,5,8/2/2021,02:01:48,4446,200078,14.95,1
277,F,15,8/2/2021,07:12:10,4446,200078,14.95,1
278,M,17,8/2/2021,16:41:52,8653,200078,16.82,1
279,M,38,8/2/2021,16:50:16,8653,200078,16.82,1
280,F,12,9/2/2021,16:44:43,2512,200078,14.95,1
281,F,42,9/2/2021,18:08:09,2512,200078,14.95,1
282,M,32,9/2/2021,21:21:11,4446,200078,14.95,1
283,M,36,9/2/2021,05:08:51,8653,200078,16.82,1
284,M,42,9/2/2021,15:57:14,8653,200078,16.82,1
285,F,26,9/2/2021,16:11:10,8653,200078,16.82,1
286,M,43,9/2/2021,16:11:40,8653,200078,16.82,1
287,M,13,9/2/2021,16:37:56,8653,200078,16.82,1
288,F,46,9/2/2021,19:44:31,8653,200078,16.82,1
289,M,61,10/2/2021,03:41:56,2512,200078,14.95,1
290,F,6,10/2/2021,06:31:58,2512,200078,14.95,1
291,F,29,10/2/2021,11:58:21,4234,200078,14.95,1
292,M,68,10/2/2021,21:40:14,4234,200078,14.95,1
293,M,51,10/2/2021,11:28:45,4446,200078,14.95,1
294,M,21,10/2/2021,14:20:00,4446,200078,14.95,1
295,M,33,10/2/2021,12:36:53,8653,200078,16.82,1
296,M,12,10/2/2021,20:03:10,8653,200078,16.82,1
297,F,5,11/2/2021,00:43:35,2512,200078,14.95,1
298,M,54,11/2/2021,15:38:29,4234,200078,14.95,1
299,M,37,11/2/2021,23:16:33,4446,200078,14.95,1
300,F,39,11/2/2021,10:26:43,8653,200078,16.82,1
301,F,36,11/2/2021,10:51:10,8653,200078,16.82,1
302,M,38,11/2/2021,11:20:33,8653,200078,16.82,1
303,M,52,11/2/2021,18:18:10,8653,200078,16.82,1
304,F,68,12/2/2021,00:11:29,2512,200078,14.95,1
305,F,4,12/2/2021,13:06:08,2512,200078,14.95,1
306,M,41,12/2/2021,15:42:37,2512,200078,14.95,1
307,M,31,12/2/2021,01:14:13,4234,200078,14.95,1
308,F,43,12/2/2021,22:23:11,4234,200078,14.95,1
309,M,17,12/2/2021,16:02:25,4446,200078,14.95,1
310,F,51,12/2/2021,03:36:40,8653,200078,16.82,1
311,M,20,12/2/2021,09:39:47,8653,200078,16.82,1
312,M,6,12/2/2021,11:00:09,8653,200078,16.82,1
313,M,40,13/2/2021,10:41:01,2512,200078,14.95,1
314,F,32,13/2/2021,12:33:30,2512,200078,14.95,1
315,M,10,13/2/2021,06:08:51,4234,200078,14.95,1
316,F,67,13/2/2021,07:56:02,4234,200078,14.95,1
317,F,57,13/2/2021,08:52:18,4234,200078,14.95,1
318,F,20,13/2/2021,18:32:38,4234,200078,14.95,1
319,F,62,13/2/2021,19:58:16,4446,200078,14.95,1
320,F,15,13/2/2021,02:53:46,8653,200078,16.82,1
321,F,63,13/2/2021,19:12:16,8653,200078,16.82,1
322,F,72,14/2/2021,01:19:13,2512,200078,14.95,1
323,F,61,14/2/2021,09:34:38,2512,200078,14.95,1
324,F,65,14/2/2021,13:40:51,2512,200078,14.95,1
325,F,45,14/2/2021,20:36:37,2512,200078,14.95,1
326,M,22,14/2/2021,23:36:33,2512,200078,14.95,1
327,F,32,14/2/2021,04:52:03,4234,200078,14.95,1
328,M,38,14/2/2021,05:54:51,4234,200078,14.95,1
329,F,11,14/2/2021,14:44:45,4234,200078,14.95,1
330,F,18,14/2/2021,20:23:16,4234,200078,14.95,1
331,M,73,14/2/2021,15:45:30,4446,200078,14.95,1
332,M,9,14/2/2021,22:32:57,8653,200078,16.82,1
333,M,21,15/2/2021,04:08:25,2512,200078,14.95,1
334,F,61,15/2/2021,13:03:55,2512,200078,14.95,1
335,F,21,15/2/2021,18:47:10,2512,200078,14.95,1
336,M,60,15/2/2021,13:08:37,4234,200078,14.95,1
337,F,37,15/2/2021,03:00:23,4446,200078,14.95,1
338,M,5,15/2/2021,20:47:24,4446,200078,14.95,1
339,M,30,16/2/2021,08:08:28,2512,200078,14.95,1
340,F,58,16/2/2021,08:35:09,2512,200078,14.95,1
341,F,40,16/2/2021,22:09:08,2512,200078,14.95,1
342,F,12,16/2/2021,06:36:28,4234,200078,14.95,1
343,M,60,16/2/2021,10:26:13,4234,200078,14.95,1
344,F,56,16/2/2021,12:36:27,4234,200078,14.95,1
345,F,31,16/2/2021,17:45:38,4234,200078,14.95,1
346,M,11,16/2/2021,08:06:50,4446,200078,14.95,1
347,F,49,16/2/2021,08:20:48,4446,200078,14.95,1
348,M,16,16/2/2021,03:46:33,8653,200078,16.82,1
349,F,19,16/2/2021,10:53:18,8653,200078,16.82,1
350,M,42,17/2/2021,08:27:14,2512,200078,14.95,1
351,F,20,17/2/2021,12:10:31,2512,200078,14.95,1
352,M,33,17/2/2021,12:52:42,2512,200078,14.95,1
353,F,39,17/2/2021,21:43:09,2512,200078,14.95,1
354,M,54,17/2/2021,15:39:58,4234,200078,14.95,1
355,M,61,17/2/2021,09:33:23,4446,200078,14.95,1
356,F,15,17/2/2021,23:51:26,8653,200078,16.82,1
357,M,31,18/2/2021,10:09:05,2512,200078,14.95,1
358,M,44,18/2/2021,15:43:19,2512,200078,14.95,1
359,M,32,18/2/2021,18:43:13,2512,200078,14.95,1
360,F,8,18/2/2021,16:17:39,4234,200078,14.95,1
361,F,46,18/2/2021,13:32:40,4446,200078,14.95,1
362,F,22,18/2/2021,15:40:46,8653,200078,16.82,1
363,F,34,19/2/2021,17:26:20,2512,200078,14.95,1
364,F,23,19/2/2021,14:28:34,4234,200078,14.95,1
365,M,68,19/2/2021,18:36:27,4234,200078,14.95,1
366,M,7,19/2/2021,00:05:25,8653,200078,16.82,1
367,M,62,19/2/2021,00:29:10,8653,200078,16.82,1
368,M,10,19/2/2021,03:35:30,8653,200078,16.82,1
369,F,36,19/2/2021,08:44:56,8653,200078,16.82,1
370,F,44,19/2/2021,19:57:03,8653,200078,16.82,1
371,F,15,20/2/2021,19:32:06,2512,200078,14.95,1
372,M,63,20/2/2021,01:05:31,4234,200078,14.95,1
373,F,69,20/2/2021,02:25:11,4234,200078,14.95,1
374,M,62,20/2/2021,04:04:47,4234,200078,14.95,1
375,F,16,21/2/2021,00:42:44,2512,200078,14.95,1
376,M,8,21/2/2021,20:24:17,2512,200078,14.95,1
377,F,31,21/2/2021,22:16:03,2512,200078,14.95,1
378,F,8,21/2/2021,07:41:21,4234,200078,14.95,1
379,F,61,21/2/2021,13:09:01,4234,200078,14.95,1
380,M,22,21/2/2021,00:05:34,8653,200078,16.82,1
381,M,12,21/2/2021,00:32:15,8653,200078,16.82,1
382,F,7,21/2/2021,01:32:45,8653,200078,16.82,1
383,F,17,21/2/2021,20:40:42,8653,200078,16.82,1
384,M,62,21/2/2021,22:37:56,8653,200078,16.82,1
385,M,61,22/2/2021,10:15:20,2512,200078,14.95,1
386,F,7,22/2/2021,18:08:34,2512,200078,14.95,1
387,F,6,22/2/2021,19:31:19,4234,200078,14.95,1
388,F,41,22/2/2021,19:05:38,4446,200078,14.95,1
389,F,65,22/2/2021,06:44:48,8653,200078,16.82,1
390,M,66,22/2/2021,11:05:31,8653,200078,16.82,1
391,M,46,22/2/2021,23:35:53,8653,200078,16.82,1
392,M,6,23/2/2021,08:32:14,2512,200078,14.95,1
393,M,41,23/2/2021,18:06:51,4234,200078,14.95,1
394,M,63,23/2/2021,23:04:09,4234,200078,14.95,1
395,F,73,23/2/2021,10:52:08,4446,200078,14.95,1
396,M,33,23/2/2021,00:17:06,8653,200078,16.82,1
397,M,63,23/2/2021,08:48:46,8653,200078,16.82,1
398,M,34,23/2/2021,09:10:16,8653,200078,16.82,1
399,M,53,23/2/2021,18:15:09,8653,200078,16.82,1
400,F,67,23/2/2021,22:10:47,8653,200078,16.82,1
401,F,56,23/2/2021,22:55:32,8653,200078,16.82,1
402,F,47,24/2/2021,09:39:41,2512,200078,14.95,1
403,F,48,24/2/2021,13:47:01,2512,200078,14.95,1
404,M,21,24/2/2021,18:20:42,2512,200078,14.95,1
405,M,23,24/2/2021,22:50:16,2512,200078,14.95,1
406,F,5,24/2/2021,13:54:50,4234,200078,14.95,1
407,F,73,24/2/2021,16:50:02,4234,200078,14.95,1
408,M,30,24/2/2021,22:26:24,4234,200078,14.95,1
409,M,43,24/2/2021,23:24:56,4234,200078,14.95,1
410,M,4,24/2/2021,08:35:15,4446,200078,14.95,1
411,M,72,24/2/2021,11:00:57,4446,200078,14.95,1
412,F,59,24/2/2021,00:38:15,8653,200078,16.82,1
413,M,67,24/2/2021,16:57:31,8653,200078,16.82,1
414,F,60,24/2/2021,20:34:33,8653,200078,16.82,1
415,F,51,25/2/2021,09:57:28,2512,200078,14.95,1
416,F,68,25/2/2021,10:20:52,2512,200078,14.95,1
417,M,37,25/2/2021,10:53:49,2512,200078,14.95,1
418,F,19,25/2/2021,16:21:36,2512,200078,14.95,1
419,M,30,25/2/2021,03:12:32,4234,200078,14.95,1
420,F,60,25/2/2021,14:21:38,4234,200078,14.95,1
421,M,31,25/2/2021,21:14:44,4446,200078,14.95,1
422,F,44,25/2/2021,08:06:53,8653,200078,16.82,1
423,F,5,26/2/2021,17:50:28,2512,200078,14.95,1
424,M,53,26/2/2021,18:39:00,2512,200078,14.95,1
425,F,27,26/2/2021,19:18:27,4234,200078,14.95,1
426,M,22,26/2/2021,19:24:03,4234,200078,14.95,1
427,F,31,26/2/2021,06:43:25,4446,200078,14.95,1
428,F,14,26/2/2021,08:21:52,4446,200078,14.95,1
429,M,10,26/2/2021,18:34:55,4446,200078,14.95,1
430,M,43,26/2/2021,19:24:15,4446,200078,14.95,1
431,M,67,26/2/2021,18:51:19,8653,200078,16.82,1
432,M,53,27/2/2021,16:14:04,2512,200078,14.95,1
433,F,58,27/2/2021,17:23:51,2512,200078,14.95,1
434,F,53,27/2/2021,22:49:47,2512,200078,14.95,1
435,M,23,27/2/2021,03:21:47,4234,200078,14.95,1
436,F,38,27/2/2021,05:39:05,4446,200078,14.95,1
437,M,52,29/1/2021,04:43:50,2512,3000066,24.5,1
438,M,61,29/1/2021,23:37:05,2512,3000066,24.5,1
439,F,43,29/1/2021,08:34:03,4234,3000066,24.5,1
440,M,70,29/1/2021,10:18:59,4234,3000066,24.5,1
441,M,57,29/1/2021,13:34:00,4234,3000066,24.5,1
442,M,53,4/2/2021,08:53:13,4234,3000066,24.5,1
443,M,23,4/2/2021,02:26:07,8653,3000066,24.5,1
444,M,14,4/2/2021,18:46:19,8653,3000066,24.5,1
445,M,73,5/2/2021,19:24:49,2512,3000066,24.5,1
446,M,48,5/2/2021,22:00:20,2512,3000066,24.5,1
447,F,70,5/2/2021,08:45:38,4234,3000066,24.5,1
448,F,48,5/2/2021,17:25:29,8653,3000066,24.5,1
